X,Y,OBJECTID,FULL_ADDRESS,Name,PID,BWID,Address,DateAdded,DateDeleted,GlobalID
-80.7829441532131,35.3715432092345,341435,5810 HIGHLAND SHOPPES DR,Harris Teeter,02931104,100036951,374638,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{D5ED8DA8-E36B-45DE-BD48-EA055772052D}
-80.9730556536332,35.1604348338278,346741,4821 BEREWICK TOWN CENTER DR,Harris Teeter,19923703,302176624,556017,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{AEC9BD64-FCCA-4DFE-A2FE-0DA5902EDB7D}
-80.7129285666524,35.3341523786151,347468,11530 N TRYON ST,Walmart Neighborhood Market,05141116,302170423,565230,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{413C0371-6969-461C-AC5D-D356DA9E8FA0}
-80.8497408329791,35.0427109670518,347473,11222 PROVIDENCE RD W,Publix,22313497,301816711,541942,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{65D2ED3B-B650-4360-BCD8-7B50B5BE715E}
-80.8349856965341,35.2137917343294,351155,721 CHARLOTTETOWNE AV,BJ's Wholesale Club,12509C99,300989746,530797,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{4BB12923-4E87-496A-B199-B58456526024}
-80.7763858795789,35.1994148386916,354061,3850 E INDEPENDENCE BV,Walmart Supercenter,16102711,300197339,487283,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{6319FE2C-B6F5-47BB-9FBB-8E936A64AE6E}
-80.8494848950379,35.1616397050357,356065,5030 PARK RD,Harris Teeter,17118145,100036521,296833,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{15652F33-B86D-4D59-9854-0A08534FA721}
-80.8955033824987,35.4435768235921,356799,7715 REGENCY PARK DR,Harris Teeter,00506108,301140688,339736,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{6EC9D0A6-8866-4B2F-9D3D-EFE0A9400837}
-80.7319674864643,35.1389867996285,357782,1830 GALLERIA BV,Walmart Supercenter,19310128,300168613,59665,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{33885DA6-A4C9-4E1E-8035-70EA208069DC}
-80.8346796982585,35.153268362925,361722,4331 BARCLAY DOWNS DR,Reids Fine Foods,,302061472,455719,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{111C47DF-B793-4E4E-8816-97D4550E0FC2}
-80.8531002485456,35.4111023156058,362497,706 GILEAD RD,Food Lion ,01712135,300159722,399054,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{9012F3ED-0EDD-499D-BD7B-AD36F3484834}
-80.9403827007265,35.3279859949751,364004,4701 SMITH FARM RD,Harris Teeter,03304134,100036977,438687,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{01F0C8C2-8BDE-489F-A52D-7841A6DA796B}
-80.9908643542647,35.1032652145007,366015,13000 S TRYON ST #G,Harris Teeter,19955109,100036545,483460,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{00B2E734-7972-425D-9C80-432E3475983D}
-80.7673211784139,35.053235717871,368030,7221 WAVERLY WALK AV,Whole Foods,23113120,302237004,557212,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{EE1DF898-A439-4A66-AA0E-4958C149E432}
-80.8245110343566,35.157181594994,375641,721 GOVERNOR MORRISON ST,Earth Fare,17709C97,,471649,1970/01/01 00:00:00+00,2020/10/15 00:00:00+00,{566C9696-352F-4C60-8542-388FE3E679C6}
-80.8355819438295,35.2116335852642,375749,1133 METROPOLITAN AV,Trader Joe's,12522C97,301081485,388259,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{69A9FD7F-E779-473A-99A3-7FF2465974E5}
-80.7825210634178,35.096628610587,377028,3217 PINEVILLE-MATTHEWS RD,Walmart,,100037817,374515,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{F1F389FE-8DAE-47B9-BFB1-A4B511AE5BEE}
-80.9721912210707,35.1603639371912,380792,4815 BEREWICK TOWN CENTER DR #J,Harris Teeter,19923703,302176624,581445,1970/01/01 00:00:00+00,2020/10/15 00:00:00+00,{07B0F458-36B0-4294-988D-90F30687DD02}
-80.8847411600226,35.1612370802226,383505,500 TYVOLA RD,Costco,16914112,100043279,140005,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{B3EBAC9A-AE61-4A0C-9CCB-A7E8CF46D1C5}
-80.8458506785281,35.2204472584845,384698,400 E STONEWALL ST,Whole Foods,,302367905,534290,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{4CD6FB33-7478-48F1-BBA6-3E626C6995C5}
-80.8659594709199,35.2003817799661,388487,2715 SOUTH BV,Harris Teeter,14703201,302220990,433738,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{8DFB24DC-7392-4DC0-94D5-317A5588AE7A}
-80.7911514579865,35.2560731114263,396324,4520 N TRYON ST,International Supermarket,09105147,300157578,437972,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{DD18A59F-8503-4801-A193-F389369ECD3A}
-80.9873323956177,35.3029035069412,397855,237 MT HOLLY-HUNTERSVILLE RD,Food Lion ,03114110,,539022,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{A806588B-83E8-463F-8C01-C9D02E7D3E29}
-80.7997418848441,35.1777930582422,480710,4425 RANDOLPH RD #105,Publix,,302370799,530729,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{8D7166B6-C401-4525-8BC9-A27B3E841CDA}
-80.8394489235976,35.1743867908092,482594,2823 SELWYN AV #E,Reids Fine Foods,,100006901,531880,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{C4C6D8D8-4346-4B90-BE9C-6BAE1021CFE8}
-80.7376591252942,35.1628392240967,496343,7323 E INDEPENDENCE BV #F4,Super G Market,,301305555,534218,2019/01/01 00:00:00+00,1970/01/01 00:00:00+00,{B76362C4-3726-44C7-A9F3-48F314447027}
