NPA,m5_2019,r5_2019,m5_2018,r5_2018,m5_2017,r5_2017,m5_2016,r5_2016,m5_2015,r5_2015,m5_2013,r5_2013,m5_2011,r5_2011,m30_2019,r30_2019,m30_2018,r30_2018,m30_2017,r30_2017,m30_2016,r30_2016,m30_2015,r30_2015,m30_2013,r30_2013,m30_2011,r30_2011,m6_2019,m6_2018,m6_2017,m6_2016,m6_2015,m6_2013,m6_2011,m7_2019,m7_2018,m7_2017,m7_2016,m7_2015,m7_2013,m7_2011,m53_2018,r53_2018,m53_2017,r53_2017,m53_2016,r53_2016,m53_2015,r53_2015,m53_2013,r53_2013,m8_2018,r8_2018,m8_2017,r8_2017,m8_2016,r8_2016,m8_2015,r8_2015,m8_2014,r8_2014,m8_2013,r8_2013,m8_2012,r8_2012,m8_2011,r8_2011,m9_2018,r9_2018,m9_2017,r9_2017,m9_2016,r9_2016,m9_2015,r9_2015,m9_2014,r9_2014,m9_2013,r9_2013,m9_2012,r9_2012,m9_2011,r9_2011,m83_2018,r83_2018,m83_2017,r83_2017,m83_2016,r83_2016,m83_2015,r83_2015,m83_2013,r83_2013,m83_2011,r83_2011,m69_2017,r69_2017,m69_2016,r69_2016,m69_2015,r69_2015,m69_2013,r69_2013,m69_2011,r69_2011,m76_2015,m76_2013,m68_2018,r68_2018,m68_2016,r68_2016,m68_2015,r68_2015,m68_2013,r68_2013,m68_2011,r68_2011,m82_2017,r82_2017,m82_2013,r82_2013,m29_2018,m29_moe_2018,m29_2017,m29_moe_2017,m31_2018,m31_moe_2018,m31_2017,m31_moe_2017,m40_2018,m40_moe_2018,m40_2017,m40_moe_2017
399,1.68,1097,1.7,1095,1.7,1080,1.6,1057,1.6,1036,1.6,1030,1.6,1030,46.95,515,47,515,46,500,45,476,44,455,44,449,44,449,2282,2261,2270,2150,2090,2069,2068,18,17,16,16,15,14,12,19,96,18,92,17,82,18,84,17,75,0,0,0.31,2,1.68,11,4.15,27,2.15,14,2.3,15,0,0,0,0,0.61,4,0.77,5,1.38,9,1.54,10,1.69,11,0.92,6,1.23,8,0.92,6,0,0,0,0,0,0,0,0,6.68,3,0,0,0,0,0.4,2,0.9,4,0.2,1,0.4,2,292203,278130,,,,,,,,,,,0,0,0,0,33,0,37,10,85,7,88,6,1575,156,1314,245
400,1.33,885,1.3,888,1.3,883,1.3,881,1.3,881,1.3,881,1.3,879,100,885,100,888,100,883,100,881,100,881,100,881,100,879,2860,2832,2834,2833,2831,2824,2823,29,28,27,26,25,23,21,5,45,5,43,6,49,4,39,4,36,0,0,0,0,0.3,2,0.6,4,0,0,0,0,0.15,1,0.3,2,4.53,30,3.92,26,3.32,22,3.62,24,3.32,22,3.17,21,2.41,16,4.22,28,0,0,0,0,1.14,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0.2,2,316408,316829,,,,,,,,,,,0,0,0,0,98,1,98,3,100,0,100,0,-,**,,
401,0.91,823,0.9,823,0.9,823,0.9,824,0.9,823,0.9,820,0.9,821,87.85,723,88,723,88,723,88,723,88,723,88,720,88,721,1971,1966,1964,1964,1962,1950,1951,34,33,32,31,30,28,26,11,82,11,77,11,80,10,72,9,64,0,0,0.11,1,0.11,1,0,0,0,0,0.11,1,0,0,0,0,1.44,13,1.22,11,0.55,5,1.44,13,1.22,11,1.55,14,1.33,12,2.22,20,8.3,6,0,0,0,0,0,0,0,0,1.39,1,0,0,0.4,3,0.6,4,1,7,0.8,6,177603,168851,,,,,,,,,,,0,0,0,0,86,1,88,5,100,0,100,0,1048,166,1096,279
402,0.6,588,0.6,572,0.6,572,0.6,571,0.6,572,0.6,576,0.6,577,100,588,100,572,100,572,100,571,100,572,100,576,100,577,2159,2106,2103,2102,2087,2077,2075,33,32,32,31,30,28,26,9,49,8,46,9,51,10,59,10,60,0.71,7,0.71,7,0.1,1,0.1,1,0.1,1,0,0,0,0,0,0,1.42,14,0.81,8,1.53,15,1.22,12,1.02,10,0.92,9,0.41,4,0.81,8,0,0,1.75,1,0,0,1.75,1,0,0,0,0,0,0,0.4,2,0.7,4,0.9,5,1,6,183417,175188,,,,,,,,,,,0,0,0,0,89,1,92,3,100,0,100,0,1458,194,,
403,0.43,764,0.4,741,0.4,703,0.4,689,0.4,676,0.4,650,0.3,606,99.48,760,100,741,100,702,100,689,100,676,100,650,100,606,3058,2959,2960,2910,2856,2803,2728,25,26,26,25,25,24,24,10,77,10,70,10,67,10,67,11,72,0.34,6,1.01,18,1.51,27,1.06,19,1.12,20,2.52,45,1.34,24,0.22,4,0.73,13,1.62,29,1.12,20,1.17,21,1.06,19,0.73,13,0.5,9,0.56,10,0,0,2.85,2,0,0,4.44,3,0,0,0,0,0,0,0,0,0.4,3,0.5,3,1.3,8,390562,259652,,,,,,,,,,,0,0,0,0,90,1,88,6,100,0,100,0,995,469,993,571
404,2.04,832,2.1,851,2.1,852,2.1,853,2.1,849,2.1,850,2.1,849,65.26,543,65,554,65,555,64,549,65,552,65,553,65,556,1459,1444,1443,1445,1438,1431,1428,48,49,48,47,46,45,43,45,247,46,258,48,266,47,261,50,275,0.49,2,0,0,0.24,1,0,0,0.98,4,0,0,0,0,0,0,1.96,8,0.98,4,1.47,6,1.71,7,0.98,4,1.71,7,2.2,9,1.22,5,7.22,4,1.8,1,1.82,1,0,0,3.62,2,0,0,0,0,0,0,0.4,3,0.7,5,0.9,7,118962,124657,,,,,,,,,,,4,30,4,30,57,0,61,16,88,12,90,12,951,181,1024,275
405,2.45,1402,2.4,1386,2.4,1379,2.4,1379,2.4,1380,2.4,1377,2.4,1370,74.32,1042,75,1044,75,1037,75,1036,75,1038,75,1035,75,1028,2011,2000,2002,2002,2000,1985,1982,17,16,15,14,13,11,9,28,292,25,261,23,234,21,223,19,200,0,0,0.17,1,0.17,1,3.14,18,3.49,20,0.17,1,0.7,4,0.7,4,1.05,6,1.4,8,2.44,14,1.74,10,1.74,10,0.7,4,1.74,10,1.74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1.2,17,1.2,16,1.5,21,176891,163218,,,,,,,,,,,0,0,0,0,78,1,75,9,100,0,100,0,1416,141,1410,130
406,0.78,1070,0.8,1067,0.7,921,0.6,864,0.6,849,0.6,818,0.6,784,87.66,938,88,936,98,906,98,847,98,834,98,803,98,772,2677,2652,2664,2643,2520,2480,2468,31,30,30,30,31,30,29,11,105,12,110,13,109,13,107,13,105,0.15,2,0.22,3,1.81,25,4.71,65,1.67,23,1.89,26,2.18,30,0.22,3,0.73,10,1.45,20,2.32,32,1.67,23,0.94,13,1.23,17,0.44,6,1.67,23,0,0,1.1,1,0,0,1.2,1,1.25,1,0,0,0.2,2,0.2,2,1.1,9,0.5,4,1,8,290458,264486,,,,,,,,,,,0,0,0,0,62,1,75,6,86,8,90,5,1378,869,1161,173
407,0.49,737,0.5,739,0.5,726,0.5,716,0.5,709,0.5,701,0.5,700,100,737,100,739,100,726,99,711,100,709,100,701,100,700,2195,2150,2150,2136,2113,2101,2093,36,35,35,34,34,32,30,20,147,20,147,22,154,21,152,21,147,0.13,2,0.2,3,0.47,7,1.07,16,0.54,8,0.54,8,0.07,1,0.27,4,1,15,0.67,10,0.8,12,0.6,9,0.47,7,0.8,12,0.27,4,0.74,11,2.71,2,0,0,1.41,1,2.82,2,0,0,0,0,0.1,1,0,0,0.4,3,1,7,0.4,3,203860,202458,,,,,,,,,,,0,0,0,0,82,1,80,12,96,6,96,5,1310,546,1193,214
408,1.01,1120,1,1080,1,1076,1,1070,1,1071,1,1064,0.9,1027,83.84,939,86,930,86,930,86,924,86,925,86,918,89,916,2498,2486,2483,2485,2474,2467,2465,31,30,29,28,28,26,24,9,85,10,91,9,86,9,86,10,89,1.44,16,2.07,23,0.54,6,3.15,35,0.27,3,0.45,5,1.89,21,1.53,17,1.53,17,2.88,32,1.8,20,1.35,15,1.35,15,5.4,60,1.44,16,3.06,34,0,0,0,0,0,0,0,0,1.09,1,0,0,0,0,0.2,2,0.3,3,0.6,6,0.5,5,231111,183067,,,,,,,,,,,0,0,0,0,84,1,88,11,99,3,100,0,1376,78,1360,57
409,1.17,1079,1.2,1067,1.2,1053,1.1,1045,1.1,1043,1,1033,1,1013,91.84,991,92,979,92,965,91,953,92,955,91,945,91,925,4066,4009,4032,4001,3934,3936,3923,22,21,21,20,19,18,16,13,132,13,130,14,136,15,144,14,136,0.65,6,1.63,15,0.98,9,1.11,11,1.81,18,0.91,9,1.21,12,0.4,4,5.87,54,5.55,51,4.89,45,4.83,48,6.04,60,4.13,41,2.31,23,3.62,36,4.09,4,1.04,1,4.2,4,2.09,2,1.06,1,0,0,0,0,0.1,1,0.4,4,0.4,4,0.7,7,851211,738922,,,,,,,,,,,0,0,0,0,94,1,94,5,96,2,94,4,-,**,,
410,4.07,999,4.1,1000,4.1,999,3.8,1001,3.8,999,3.8,1000,3.8,991,12.01,120,12,121,12,120,12,120,12,120,12,121,12,121,3028,2842,2785,2776,2727,2728,2730,27,27,26,26,25,24,22,22,27,24,29,24,29,22,26,26,32,0.81,2,0.41,1,0.81,2,0,0,0.38,1,0,0,0,0,0,0,7.73,19,3.66,9,3.66,9,1.52,4,3.42,9,1.52,4,1.9,5,0.38,1,8.26,1,8.33,1,25,3,0,0,0,0,0,0,0,0,0.1,1,0,0,0.7,7,0.6,6,325339,246211,,,,,,,,,,,0,0,0,0,62,1,71,16,80,9,81,9,1153,59,1069,244
411,1.21,632,1.2,626,1.2,620,1.2,621,1.2,622,1.2,622,1.2,604,67.09,424,67,418,66,412,67,413,67,414,67,414,66,396,1841,1839,1854,1852,1851,1846,1862,15,15,14,13,12,11,9,20,85,19,80,19,80,20,84,20,82,0.96,5,0.77,4,0.77,4,0.38,2,0,0,0.57,3,1.15,6,2.11,11,0.77,4,0.57,3,0.57,3,1.15,6,0.19,1,0.96,5,0.38,2,0.77,4,4.78,2,4.85,2,0,0,0,0,0,0,0,0,0,0,0.6,4,0.5,3,1.1,7,1.2,7,173508,175634,,,,,,,,,,,0,0,0,0,59,1,58,10,100,0,100,0,1622,139,1558,344
412,0.13,265,0.1,261,0.1,252,0.1,252,0.1,249,0.1,248,0.1,237,100,265,100,261,100,251,99,249,100,249,100,248,100,237,2589,2442,2462,2297,2279,2270,2143,31,31,31,31,30,28,27,21,54,18,44,18,46,18,44,20,49,0.1,2,0.3,6,0.25,5,0.1,2,0.05,1,0.05,1,0.15,3,0.25,5,0.45,9,0.35,7,0.05,1,0.2,4,0.25,5,0.3,6,0.05,1,0.1,2,0,0,0,0,4.02,1,8.03,2,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,357679,330781,,,,,,,,,,,0,0,0,0,90,1,84,11,100,0,100,0,-,**,1629,1165
413,1.02,1211,1,1215,1,1215,1,1214,1,1214,1,1212,1,1195,100,1211,100,1215,100,1215,99,1207,100,1214,100,1212,100,1195,2794,2796,2794,2796,2781,2784,2801,21,20,19,18,17,15,14,13,153,12,144,11,133,12,141,10,124,0.17,2,0,0,0.08,1,0.17,2,0,0,0.42,5,0.42,5,0.59,7,2.11,25,1.78,21,1.27,15,2.71,32,2.37,28,2.2,26,1.44,17,2.2,26,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0.3,4,0.6,7,0.6,7,311941,296311,,,,,,,,,,,0,0,0,0,95,1,95,5,100,0,96,12,2156,205,1757,282
416,3.24,687,4.2,893,4.2,893,4.2,893,4.2,893,4.2,893,4.2,893,9.46,65,7,65,7,65,7,64,7,65,7,65,7,65,1917,1905,1901,1906,1901,1901,1901,21,20,19,18,17,15,13,22,14,20,13,20,13,18,12,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,1,0.47,1,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3,2.1,4,0.5,1,165881,145765,,,,,,,,,,,0,0,0,0,17,0,16,6,86,6,93,7,1125,29,1108,61
417,1.29,880,1.2,821,1.2,792,1.1,719,1,651,1,652,1,651,74.55,656,73,597,72,568,79,570,87,568,87,569,87,569,2575,2453,2404,2399,2401,2390,2387,18,19,19,18,17,15,13,19,112,17,95,16,91,15,88,13,73,4.53,31,6.72,46,1.61,11,0,0,0.15,1,0,0,0.15,1,0,0,0.88,6,1.17,8,1.17,8,1.61,11,1.61,11,1.17,8,0.44,3,0.58,4,0,0,0,0,3.51,2,1.76,1,0,0,0,0,0,0,0.3,2,0.8,5,0.9,6,1.7,11,215746,198592,,,,,,,,,,,0,0,0,0,67,1,74,8,100,0,100,0,1549,256,1225,208
418,1.38,1172,1.4,1171,1.4,1171,1.4,1171,1.4,1171,1.4,1171,1.4,1171,73.38,860,73,859,73,859,73,859,73,859,73,859,73,859,3207,3205,3203,3200,3197,3195,3198,17,16,15,14,13,11,9,10,85,9,75,8,70,7,60,6,51,0.12,1,0,0,0.12,1,0,0,0,0,0,0,0,0,0,0,1.77,15,1.41,12,2.36,20,3.55,30,3.07,26,1.66,14,3.43,29,2.13,18,0,0,1.16,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0.1,1,0.4,3,0.5,4,371767,339390,,,,,,,,,,,0,0,0,0,72,1,74,6,96,4,100,0,1178,142,1065,85
419,1.77,999,1.7,963,1.7,953,1.7,952,1.7,953,1.7,952,1.7,952,100,999,100,963,100,953,100,952,100,953,100,952,100,952,2880,2824,2811,2814,2811,2815,2816,22,22,22,21,20,18,16,5,47,5,50,6,54,5,51,4,42,3.37,19,3.2,18,1.07,6,0.18,1,0,0,0,0,0,0,0,0,3.02,17,3.2,18,3.2,18,1.77,10,3.71,21,2.47,14,3.18,18,3.53,20,0,0,0,0,0,0,1.05,1,0,0,0,0,0,0,0,0,0.2,2,0.4,4,0.5,5,311462,281122,,,,,,,,,,,0,0,0,0,98,1,100,0,100,0,100,0,-,**,,
420,0.88,1148,0.9,1118,0.9,1116,0.9,1114,0.9,1106,0.8,1085,0.8,1066,77.96,895,79,886,79,884,79,874,79,874,79,853,78,834,2344,2334,2339,2341,2337,2346,2349,22,21,20,19,19,17,15,15,136,15,136,14,125,14,126,13,107,0.31,4,0.23,3,0.15,2,0.23,3,0.92,12,1,13,0.62,8,1.62,21,1.15,15,1.39,18,1.62,21,0.85,11,1.23,16,1.39,18,0.85,11,1,13,0,0,2.26,2,0,0,1.14,1,0,0,0,0,0,0,0,0,0.2,2,0.5,4,1,8,279266,265963,,,,,,,,,,,0,0,0,0,69,1,70,6,96,4,96,3,1402,90,1375,91
421,1,725,1,686,0.9,652,0.9,616,0.8,576,0.7,525,0.7,474,77.66,563,82,560,83,538,81,499,80,462,78,411,76,360,3017,3012,3034,3068,2966,2933,2899,12,12,11,11,11,10,9,10,57,10,54,10,52,11,51,10,43,0.55,4,5.39,39,4.28,31,5.52,40,7.04,51,6.77,49,3.04,22,2.9,21,1.93,14,1.93,14,0.97,7,1.11,8,0.83,6,0.97,7,1.11,8,0.83,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.5,3,0.9,5,0.4,2,1.3,6,275461,279250,,,,,,,,,,,0,0,0,0,84,1,90,17,93,3,92,19,972,846,972,493
422,0.4,1274,0.3,1040,0.3,882,0.3,814,0.3,814,0.2,581,0.2,580,43.49,554,49,512,57,504,46,373,62,502,85,495,85,494,1877,1786,1774,1909,1776,1788,1778,24,25,25,22,23,21,19,30,156,31,157,29,109,27,137,28,140,1.59,50,3.9,123,0.19,6,9.61,303,0.06,2,7.2,227,0.03,1,0,0,0.38,12,0.25,8,0.22,7,0.16,5,0.22,7,0.1,3,0.16,5,0.06,2,1.95,1,1.98,1,10.72,4,3.98,2,2.02,1,0,0,0,0,1,6,1.7,10,0.5,3,1,6,166961,156122,,,,,,,,,,,0,0,1,8,54,1,62,9,94,6,90,6,1118,126,1064,141
423,0.35,1018,0.3,913,0.3,830,0.3,766,0.3,737,0.3,725,0.2,703,98.04,998,98,893,98,810,97,744,97,717,97,705,100,703,2952,2776,2772,2622,2453,2447,2433,24,26,27,28,29,27,26,13,117,14,113,15,108,15,110,16,115,1.92,56,2.47,72,2.1,61,2.23,65,1.58,46,0.17,5,0.1,3,0.03,1,0.82,24,0.55,16,0.41,12,0.89,26,0.21,6,0.27,8,0.24,7,0.34,10,1.12,1,0,0,2.69,2,0,0,0,0,0,0,0.1,1,0.4,3,0.6,4,0.4,3,0.4,3,257406,244814,,,,,,,,,,,0,0,0,0,96,1,93,4,99,1,96,2,-,**,1086,476
424,0.73,787,0.7,787,0.7,779,0.7,777,0.7,775,0.7,773,0.7,775,73.06,575,73,575,73,567,73,564,73,563,73,561,73,563,3068,2985,2978,2964,2930,2919,2898,30,30,29,28,28,26,24,20,115,19,110,20,112,21,117,19,106,0.18,2,0.37,4,0.28,3,0.63,7,0.54,6,0.09,1,0.09,1,0.18,2,2.49,27,2.4,26,7.94,86,5.66,63,2.06,23,1.35,15,1.71,19,2.87,32,3.48,2,0,0,3.55,2,1.78,1,1.78,1,0,0,0,0,0.1,1,0.3,2,0.5,4,0.4,3,538863,518167,,,,,,,,,,,0,0,0,0,70,1,80,7,91,8,91,9,1917,754,2099,1105
425,0.29,456,0.3,450,0.3,445,0.3,431,0.3,424,0.3,424,0.3,419,100,456,100,450,100,445,99,428,100,424,100,424,100,419,2831,2779,2780,2731,2700,2686,2673,25,24,24,23,23,21,19,8,36,9,38,9,40,10,44,9,38,0.19,3,0.25,4,0.25,4,0.69,11,0.63,10,0.06,1,0.25,4,0,0,0.63,10,0.44,7,0.57,9,0.25,4,0.31,5,0.13,2,0.63,10,0.63,10,6.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0.7,3,0.2,1,0.7,3,301580,273886,,,,,,,,,,,0,0,0,0,88,2,80,8,96,6,97,6,-,**,2044,822
426,1.62,809,1.6,810,1.6,808,1.6,809,1.6,809,1.6,809,1.6,810,68.36,553,68,554,68,552,68,553,68,553,68,553,68,554,2258,2248,2247,2244,2243,2247,2244,28,27,26,25,24,22,21,9,48,8,44,8,43,8,45,9,50,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,7,1.8,9,2.2,11,2.6,13,0.6,3,1,5,0.6,3,1.8,9,1.81,1,0,0,0,0,0,0,1.81,1,0,0,0,0,0.2,1,0.5,3,1.5,8,1.1,6,203222,180724,,,,,,,,,,,0,0,0,0,69,1,70,5,95,5,95,3,1104,105,1025,122
428,0.43,600,0.4,582,0.4,561,0.4,542,0.4,528,0.4,511,0.4,502,100,600,100,582,100,561,99,539,100,528,100,511,100,502,2308,2278,2280,2284,2215,2194,2179,31,32,31,31,31,31,29,20,117,21,119,23,122,23,119,23,120,0.57,8,1.36,19,0.72,10,1.36,19,1.5,21,1.72,24,0.21,3,0.29,4,0.72,10,0.64,9,0.79,11,0.36,5,0.64,9,0.21,3,0.14,2,0.72,10,0,0,1.78,1,0,0,0,0,1.96,1,0,0,0,0,0.4,2,0.8,4,0.6,3,0.8,4,224977,216011,,,,,,,,,,,0,0,0,0,58,1,62,6,100,0,100,0,875,278,798,121
430,2.97,1920,2.7,1747,2.6,1647,2.5,1605,2.4,1551,2.4,1524,2,1294,25.52,490,21,371,20,325,19,311,18,282,17,255,13,170,2510,2449,2605,2474,2470,2426,2206,7,8,7,7,6,5,5,10,38,11,35,9,29,11,30,13,33,7.89,51,8.2,53,11.61,75,5.42,35,11.76,76,8.36,54,6.81,44,3.1,20,0.93,6,1.08,7,4.33,28,2.79,18,6.97,45,0.77,5,0.93,6,0.31,2,0,0,0,0,3.22,1,0,0,0,0,0,0,0.1,1,0.8,5,0.2,1,0.6,3,0.9,4,198794,202037,,,,,,,,,,,18,298,20,298,26,0,26,7,98,3,96,15,1150,87,1033,105
431,1,719,1,718,1,701,1,693,1,688,0.9,681,0.9,680,100,719,100,718,100,701,100,692,100,688,100,681,100,680,1872,1871,1873,1842,1780,1759,1757,33,32,32,31,31,29,27,22,160,22,155,23,158,22,148,19,130,0,0,0.14,1,1.66,12,1.25,9,0.69,5,0.83,6,0,0,0.28,2,0.55,4,1.39,10,1.25,9,1.39,10,0.83,6,0.83,6,0.97,7,0.83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.6,11,0.9,6,1.2,8,192952,205521,,,,,,,,,,,0,0,0,0,77,1,80,13,100,0,100,0,1301,220,1301,399
432,0.7,924,0.7,923,0.7,923,0.7,917,0.7,902,0.7,888,0.7,883,100,924,100,923,100,923,96,880,100,902,100,888,100,883,2270,2272,2273,2314,2262,2261,2250,28,27,26,25,25,23,22,10,95,11,100,10,85,11,103,10,92,0.08,1,0,0,0.15,2,0.45,6,1.06,14,0.76,10,0.15,2,0.23,3,0.76,10,1.06,14,0.83,11,1.44,19,1.13,15,0.91,12,1.13,15,0.53,7,0,0,2.17,2,1.14,1,0,0,0,0,0,0,0,0,0.1,1,0.8,7,0.1,1,0.5,4,237873,229339,,,,,,,,,,,0,0,0,0,84,1,94,3,96,4,97,3,1111,307,1138,435
433,1.36,325,1.4,325,1.4,325,1.4,324,1.4,323,1.4,323,1.4,323,100,325,100,325,100,325,100,324,100,323,100,323,100,323,2662,2666,2666,2668,2669,2672,2665,25,24,23,22,21,19,17,5,17,5,17,6,19,5,17,5,16,0,0,0,0,0,0,0.42,1,0.42,1,0,0,0,0,0,0,1.68,4,3.35,8,2.94,7,2.94,7,4.19,10,2.52,6,2.1,5,5.03,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2,277231,258946,,,,,,,,,,,0,0,0,0,98,2,98,3,100,0,100,0,-,**,,
434,0.35,1310,0.3,1215,0.3,1159,0.3,1116,0.3,1078,0.3,1021,0.2,918,86.64,1135,86,1040,85,984,83,930,84,903,83,846,81,743,3618,3481,3491,3491,3394,3402,3376,14,15,14,14,14,13,12,7,75,7,67,6,58,7,66,8,69,0.99,37,1.92,72,0.85,32,1.12,42,1.63,61,1.65,62,2.05,77,0.83,31,0.93,35,0.83,31,0.83,31,0.83,31,0.75,28,0.8,30,0.64,24,0.59,22,0,0,1.02,1,1.08,1,0,0,0,0,0,0,0,0,0.1,1,0.5,5,0.8,8,0.8,7,347126,337603,,,,,,,,,,,0,0,0,0,92,1,94,5,99,3,99,3,-,**,,
435,0.52,247,0.5,247,0.5,246,0.5,244,0.5,236,0.5,229,0.5,221,100,247,100,247,100,246,100,244,100,236,100,229,100,221,2654,2642,2639,2633,2628,2611,2578,41,40,39,38,38,38,38,11,28,11,28,10,25,12,28,10,22,0,0,0,0,0.42,2,0.63,3,1.67,8,2.3,11,0.63,3,0.21,1,0.42,2,0.83,4,0.83,4,0.63,3,1.04,5,0.21,1,1.04,5,1.25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2,0.4,1,0.9,2,0.9,2,195841,216263,,,,,,,,,,,0,0,0,0,93,1,93,16,100,0,100,0,-,**,,
436,1.51,606,1.5,605,1.5,605,1.5,604,1.5,603,1.5,603,1.5,604,100,606,100,605,100,605,100,604,100,603,100,603,100,604,2144,2136,2136,2140,2134,2128,2127,29,28,27,26,25,23,21,17,100,17,100,16,95,15,90,14,82,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,1,4,1.25,5,0.75,3,1,4,2,8,0.75,3,1,4,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.3,8,1.5,9,1.8,11,160952,149575,,,,,,,,,,,0,0,0,0,80,1,82,13,100,0,100,0,1393,92,1401,84
437,0.62,2176,0.5,1621,0.4,1413,0.4,1347,0.4,1261,0.3,1143,0.3,997,71.51,1556,81,1320,84,1186,81,1097,84,1063,83,952,82,819,2651,2412,2357,2269,2132,2006,1832,19,23,24,24,25,26,28,22,296,24,290,25,276,26,277,30,283,4.59,162,4.54,160,5.67,200,2.53,89,3.3,116,3.22,113,2.45,86,1.08,38,1.36,48,1.33,47,0.96,34,0.8,28,0.8,28,0.4,14,0.51,18,0.31,11,1.52,2,0.84,1,0,0,0.94,1,1.05,1,0,0,0,0,0.2,3,0.7,8,0.3,3,0.5,5,283536,247759,,,,,,,,,,,3,40,3,40,84,1,81,8,94,3,87,3,1100,330,1044,409
438,0.87,1874,0.6,1374,0.5,1106,0.4,919,0.4,806,0.3,675,0.2,410,53.15,996,61,843,63,692,67,616,67,537,63,424,76,312,2569,2459,2518,2554,2460,3010,3195,12,14,15,16,18,22,28,16,135,18,126,20,122,20,109,28,118,3.38,73,15.93,344,5.51,119,5.6,121,11.16,241,6.11,132,8.94,193,3.38,73,1.2,26,0.97,21,1.02,22,1.3,28,1.48,32,1.71,37,1.57,34,1.85,40,0,0,0,0,3.25,2,0,0,2.36,1,0,0,0,0,0.1,1,0.1,1,0.4,2,0.7,3,316766,276252,,,,,,,,,,,9,94,14,94,69,1,77,0,92,6,92,5,780,50,733,200
442,1.78,823,1.7,770,1.6,751,1.6,732,1.6,726,1.6,718,1.6,716,91.13,750,97,747,97,728,97,708,97,703,97,695,97,693,1610,1601,1593,1535,1527,1506,1500,31,30,30,30,29,27,25,22,166,22,159,22,155,22,155,22,153,0.65,3,0,0,5.41,25,1.73,8,1.73,8,1.08,5,1.3,6,0.22,1,1.95,9,1.3,6,0.86,4,1.51,7,0.43,2,0.65,3,0.65,3,0.65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,6,2.1,15,1.5,11,2.1,15,143690,128891,,,,,,,,,,,0,0,0,0,68,1,75,9,93,6,92,5,1197,77,1158,125
443,2.03,559,2,560,2,556,2,558,2,558,2,558,2,558,100,559,100,560,100,556,100,558,100,558,100,558,100,558,2567,2572,2566,2566,2567,2564,2564,22,21,20,19,18,16,14,13,72,11,62,11,63,11,59,9,50,0,0,0,0,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,3.26,9,2.9,8,2.17,6,2.17,6,2.54,7,3.99,11,1.45,4,0,0,1.8,1,0,0,0,0,0,0,0,0,0.2,1,0.2,1,0.2,1,0.7,4,1.3,7,236330,237337,,,,,,,,,,,0,0,0,0,80,1,92,7,90,10,91,10,1882,370,1917,660
444,2.19,829,2.2,825,2.2,820,2.1,808,2.1,808,2.1,806,2.1,806,100,829,100,825,100,820,95,767,100,808,100,806,100,806,1717,1721,1716,1733,1716,1704,1705,28,27,26,25,24,22,20,18,151,18,149,17,129,16,128,14,111,0,0,0.26,1,1.06,4,0.79,3,0,0,0,0,0,0,0,0,0.53,2,1.85,7,2.65,10,0.26,1,1.06,4,1.06,4,4.23,16,2.65,10,0,0,1.22,1,0,0,0,0,0,0,0,0,0.1,1,0.6,5,0.9,7,0.7,6,1.4,11,176281,165970,,,,,,,,,,,0,0,0,0,81,2,75,9,99,1,99,3,1212,688,1343,259
445,1.52,1019,1.5,1020,1.5,1020,1.5,1020,1.5,1019,1.5,1020,1.5,1020,100,1019,100,1020,100,1020,100,1020,100,1019,100,1020,100,1020,2214,2217,2214,2214,2215,2211,2208,27,26,25,24,23,21,19,12,119,11,113,11,114,11,107,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,12,2.68,18,2.08,14,2.23,15,2.23,15,1.49,10,1.79,12,1.94,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.6,6,0.8,8,0.4,4,207378,198006,,,,,,,,,,,0,0,0,0,92,1,95,4,99,2,99,2,1728,53,,
