GEOID,coordinates
371190055091,"[[[-80.819722, 35.363869], [-80.815389, 35.367577], [-80.809632, 35.37082], [-80.809383, 35.370957], [-80.805043, 35.366666], [-80.803867, 35.365058], [-80.800793, 35.362915], [-80.799949, 35.36032], [-80.798127, 35.357215], [-80.794676, 35.355331], [-80.794379, 35.355076], [-80.794225, 35.354494], [-80.794305, 35.354027], [-80.794718, 35.352997], [-80.79514, 35.352201], [-80.795791, 35.350888], [-80.795921, 35.350756], [-80.798898, 35.34968], [-80.80031, 35.34742], [-80.802402, 35.34632], [-80.806107, 35.348676], [-80.813096, 35.352817], [-80.816615, 35.352809], [-80.822089, 35.353583], [-80.821997, 35.353841], [-80.819329, 35.361628], [-80.819722, 35.363869]]]"
371190055111,"[[[-80.824174, 35.338887], [-80.820788, 35.338194], [-80.818667, 35.336216], [-80.813149, 35.338161], [-80.80898, 35.339009], [-80.807959, 35.336774], [-80.807901, 35.332411], [-80.810383, 35.33236], [-80.812559, 35.33256], [-80.825126, 35.33531], [-80.824174, 35.338887]]]"
371190055121,"[[[-80.800795, 35.29875], [-80.805455, 35.301162], [-80.819193, 35.30584], [-80.82152, 35.307358], [-80.819212, 35.309879], [-80.810936, 35.314066], [-80.806768, 35.308211], [-80.80367, 35.303713], [-80.802793, 35.302122], [-80.802332, 35.301392], [-80.801645, 35.300421], [-80.80129, 35.299933], [-80.800461, 35.298831], [-80.800708, 35.298769], [-80.800795, 35.29875]]]"
371190055133,"[[[-80.796656, 35.337778], [-80.796431, 35.339489], [-80.795393, 35.343099], [-80.795765, 35.347544], [-80.791674, 35.34943], [-80.78703, 35.34943], [-80.784975, 35.34697], [-80.785586, 35.345842], [-80.787961, 35.338373], [-80.794671, 35.337624], [-80.796656, 35.337778]]]"
371190055151,"[[[-80.764255, 35.400226], [-80.76299, 35.399586], [-80.755273, 35.394911], [-80.753988, 35.393229], [-80.751827, 35.390402], [-80.747688, 35.385115], [-80.752421, 35.382764], [-80.754277, 35.383519], [-80.756691, 35.387525], [-80.758378, 35.388542], [-80.761046, 35.388348], [-80.765583, 35.386956], [-80.76914, 35.387648], [-80.775521, 35.392196], [-80.775126, 35.392358], [-80.774006, 35.393038], [-80.769528, 35.397257], [-80.764255, 35.400226]]]"
371190055182,"[[[-80.773963, 35.374512], [-80.769685, 35.375304], [-80.763813, 35.37371], [-80.760785, 35.373148], [-80.756164, 35.370975], [-80.748506, 35.36414], [-80.749505, 35.359531], [-80.753384, 35.35876], [-80.755835, 35.35695], [-80.757719, 35.353586], [-80.757971, 35.353059], [-80.768772, 35.358146], [-80.787393, 35.366155], [-80.784884, 35.370926], [-80.78476, 35.372848], [-80.783654, 35.372983], [-80.782416, 35.372761], [-80.7812, 35.372469], [-80.773963, 35.374512]]]"
371190055221,"[[[-80.796569, 35.315419], [-80.79653, 35.320221], [-80.797534, 35.322924], [-80.7926, 35.325237], [-80.790756, 35.324693], [-80.787346, 35.326078], [-80.78426, 35.324945], [-80.786384, 35.322329], [-80.790305, 35.320174], [-80.794751, 35.315855], [-80.796569, 35.315419]]]"
371190055232,"[[[-80.752411, 35.319653], [-80.749142, 35.320029], [-80.747727, 35.318565], [-80.74574, 35.318878], [-80.741952, 35.317444], [-80.737368, 35.318198], [-80.748343, 35.307691], [-80.749721, 35.305756], [-80.757625, 35.311348], [-80.758826, 35.312022], [-80.757498, 35.314001], [-80.752411, 35.319653]]]"
371190055245,"[[[-80.763832, 35.313911], [-80.761695, 35.313253], [-80.759961, 35.312582], [-80.758826, 35.312022], [-80.757625, 35.311348], [-80.749721, 35.305756], [-80.75373, 35.299704], [-80.756259, 35.291469], [-80.758952, 35.288379], [-80.760139, 35.287369], [-80.761233, 35.286257], [-80.763963, 35.28452], [-80.770748, 35.28427], [-80.772769, 35.284169], [-80.77367, 35.28403], [-80.780293, 35.288439], [-80.785006, 35.289904], [-80.782339, 35.293903], [-80.776586, 35.29788], [-80.775281, 35.301183], [-80.772147, 35.303859], [-80.76766, 35.302337], [-80.765136, 35.303234], [-80.763199, 35.306382], [-80.76399, 35.313604], [-80.763832, 35.313911]]]"
371190056042,"[[[-80.729157, 35.302467], [-80.732116, 35.304348], [-80.737095, 35.304285], [-80.735786, 35.311665], [-80.731023, 35.311782], [-80.725493, 35.309837], [-80.724371, 35.308156], [-80.724233, 35.305864], [-80.729157, 35.302467]]]"
371190056053,"[[[-80.727598, 35.292911], [-80.727504, 35.293601], [-80.732855, 35.295756], [-80.733984, 35.300025], [-80.730758, 35.301528], [-80.729157, 35.302467], [-80.724233, 35.305864], [-80.722908, 35.303891], [-80.727598, 35.292911]]]"
371190056121,"[[[-80.727598, 35.292911], [-80.722908, 35.303891], [-80.724233, 35.305864], [-80.717737, 35.309417], [-80.712233, 35.311177], [-80.707154, 35.30528], [-80.710274, 35.304286], [-80.713234, 35.30119], [-80.717626, 35.299055], [-80.719343, 35.297252], [-80.718769, 35.295263], [-80.71948, 35.291434], [-80.721476, 35.289135], [-80.722436, 35.28867], [-80.724729, 35.290809], [-80.728131, 35.291751], [-80.72774, 35.292632], [-80.727598, 35.292911]]]"
371190056143,"[[[-80.69951, 35.281094], [-80.700634, 35.285795], [-80.690273, 35.296968], [-80.689283, 35.298989], [-80.691207, 35.300644], [-80.693699, 35.301228], [-80.693091, 35.303455], [-80.693623, 35.304551], [-80.692523, 35.306056], [-80.686931, 35.303196], [-80.68261, 35.296477], [-80.683099, 35.295911], [-80.68846, 35.289287], [-80.690985, 35.285625], [-80.696454, 35.283219], [-80.69951, 35.281094]]]"
371190056182,"[[[-80.690206, 35.258606], [-80.68965, 35.258462], [-80.68837, 35.258483], [-80.686646, 35.258674], [-80.685441, 35.258807], [-80.684031, 35.258749], [-80.680332, 35.258053], [-80.679052, 35.258076], [-80.678316, 35.258209], [-80.677091, 35.258649], [-80.675793, 35.257682], [-80.673136, 35.25782], [-80.679004, 35.251005], [-80.682421, 35.249566], [-80.689305, 35.250707], [-80.689958, 35.256331], [-80.690157, 35.257967], [-80.690206, 35.258606]]]"
371190056203,"[[[-80.675491, 35.231788], [-80.672575, 35.233526], [-80.66991, 35.237154], [-80.669179, 35.23723], [-80.66809, 35.237725], [-80.667629, 35.238093], [-80.663212, 35.242497], [-80.655212, 35.239412], [-80.651516, 35.239883], [-80.652334, 35.238244], [-80.654773, 35.232799], [-80.654955, 35.232853], [-80.655078, 35.232949], [-80.655285, 35.232941], [-80.655369, 35.232981], [-80.65546, 35.233101], [-80.655702, 35.233149], [-80.655844, 35.23313], [-80.655879, 35.233115], [-80.655937, 35.233065], [-80.657314, 35.233185], [-80.657784, 35.232805], [-80.658196, 35.231853], [-80.659297, 35.230573], [-80.660945, 35.229319], [-80.66374, 35.227795], [-80.669228, 35.222955], [-80.671645, 35.225234], [-80.675703, 35.227804], [-80.675491, 35.231788]]]"
371190057062,"[[[-80.670237, 35.205413], [-80.670104, 35.208392], [-80.670758, 35.208456], [-80.671455, 35.208579], [-80.671358, 35.208974], [-80.666398, 35.209232], [-80.662376, 35.211103], [-80.657342, 35.213551], [-80.652455, 35.217163], [-80.648589, 35.219082], [-80.640046, 35.222191], [-80.629078, 35.222318], [-80.629024, 35.21976], [-80.630091, 35.216019], [-80.633188, 35.211638], [-80.633599, 35.208811], [-80.640484, 35.208566], [-80.645953, 35.207769], [-80.650904, 35.20399], [-80.652814, 35.197165], [-80.659026, 35.192638], [-80.668641, 35.200721], [-80.670135, 35.203167], [-80.670237, 35.205413]]]"
371190057092,"[[[-80.714592, 35.14075], [-80.707941, 35.141042], [-80.70471, 35.139353], [-80.702575, 35.139826], [-80.697205, 35.144035], [-80.688, 35.138551], [-80.690823, 35.135252], [-80.706432, 35.131751], [-80.70616, 35.131014], [-80.70847, 35.129145], [-80.714817, 35.136344], [-80.713845, 35.137996], [-80.714592, 35.14075]]]"
371190057113,"[[[-80.689606, 35.166302], [-80.685275, 35.16886], [-80.680682, 35.170332], [-80.676457, 35.177314], [-80.676863, 35.179483], [-80.672126, 35.177749], [-80.670998, 35.177765], [-80.665905, 35.178018], [-80.659336, 35.1755], [-80.657038, 35.173527], [-80.664888, 35.168148], [-80.667873, 35.163581], [-80.675057, 35.154726], [-80.679437, 35.151531], [-80.680436, 35.148209], [-80.682749, 35.150669], [-80.684396, 35.153757], [-80.689606, 35.166302]]]"
371190057142,"[[[-80.648258, 35.179522], [-80.64175, 35.178811], [-80.63764, 35.178888], [-80.634943, 35.179951], [-80.631765, 35.179985], [-80.630555, 35.179517], [-80.625974, 35.177059], [-80.626778, 35.176032], [-80.627818, 35.174383], [-80.627285, 35.16814], [-80.621375, 35.167932], [-80.623135, 35.171723], [-80.622708, 35.172163], [-80.621581, 35.169819], [-80.619793, 35.168495], [-80.616755, 35.167944], [-80.611665, 35.168764], [-80.609316, 35.168699], [-80.607379, 35.165639], [-80.604667, 35.165669], [-80.603056, 35.168464], [-80.600636, 35.16908], [-80.600374, 35.168937], [-80.60023, 35.168859], [-80.599839, 35.168686], [-80.608851, 35.161414], [-80.610118, 35.160395], [-80.611939, 35.158931], [-80.612513, 35.158469], [-80.628302, 35.145725], [-80.629284, 35.146215], [-80.630345, 35.146693], [-80.635262, 35.148994], [-80.637587, 35.152667], [-80.638138, 35.155898], [-80.639906, 35.157634], [-80.64601, 35.158793], [-80.655304, 35.171394], [-80.655873, 35.172523], [-80.657038, 35.173527], [-80.648258, 35.179522]]]"
371190057143,"[[[-80.625974, 35.177059], [-80.623939, 35.178434], [-80.618847, 35.179496], [-80.617556, 35.180355], [-80.612369, 35.181177], [-80.606852, 35.183659], [-80.603542, 35.184717], [-80.602215, 35.185281], [-80.599125, 35.186892], [-80.589754, 35.191745], [-80.586549, 35.192152], [-80.581544, 35.191729], [-80.581599, 35.189321], [-80.579411, 35.185062], [-80.599839, 35.168686], [-80.60023, 35.168859], [-80.600374, 35.168937], [-80.600636, 35.16908], [-80.603056, 35.168464], [-80.604667, 35.165669], [-80.607379, 35.165639], [-80.609316, 35.168699], [-80.611665, 35.168764], [-80.616755, 35.167944], [-80.619793, 35.168495], [-80.621581, 35.169819], [-80.622708, 35.172163], [-80.623135, 35.171723], [-80.621375, 35.167932], [-80.627285, 35.16814], [-80.627818, 35.174383], [-80.626778, 35.176032], [-80.625974, 35.177059]]]"
371190057161,"[[[-80.726512, 35.159038], [-80.728317, 35.15939], [-80.732139, 35.162727], [-80.72884, 35.166287], [-80.725775, 35.168304], [-80.722303, 35.167082], [-80.719111, 35.168905], [-80.713462, 35.165356], [-80.715936, 35.162911], [-80.716554, 35.162446], [-80.717593, 35.162017], [-80.721799, 35.160925], [-80.726512, 35.159038]]]"
371190057162,"[[[-80.706841, 35.173344], [-80.710293, 35.168479], [-80.713462, 35.165356], [-80.719111, 35.168905], [-80.722303, 35.167082], [-80.725775, 35.168304], [-80.724175, 35.170222], [-80.725779, 35.172679], [-80.724424, 35.174553], [-80.721909, 35.174268], [-80.719579, 35.17596], [-80.71742, 35.174858], [-80.714207, 35.175953], [-80.709523, 35.175477], [-80.708115, 35.174551], [-80.706841, 35.173344]]]"
371190058111,"[[[-80.745542, 35.148232], [-80.745416, 35.148017], [-80.744684, 35.147127], [-80.741229, 35.143544], [-80.738934, 35.138878], [-80.746715, 35.137791], [-80.759221, 35.135803], [-80.761839, 35.13281], [-80.767076, 35.136562], [-80.76805, 35.137351], [-80.760722, 35.143704], [-80.756691, 35.146081], [-80.753249, 35.148142], [-80.750017, 35.148845], [-80.745542, 35.148232]]]"
371190058152,"[[[-80.785569, 35.085981], [-80.786989, 35.088638], [-80.787675, 35.093569], [-80.788848, 35.095731], [-80.784124, 35.098088], [-80.778741, 35.100013], [-80.777659, 35.096477], [-80.774732, 35.08832], [-80.779267, 35.087362], [-80.780451, 35.088012], [-80.785569, 35.085981]]]"
371190058162,"[[[-80.816337, 35.057209], [-80.818095, 35.060251], [-80.820998, 35.063611], [-80.810932, 35.063955], [-80.7967, 35.062803], [-80.797903, 35.062264], [-80.807578, 35.059358], [-80.80904, 35.056743], [-80.811997, 35.054356], [-80.813857, 35.053329], [-80.814172, 35.053221], [-80.814917, 35.054775], [-80.816337, 35.057209]]]"
371190058233,"[[[-80.728978, 35.069548], [-80.73324, 35.068345], [-80.733806, 35.06965], [-80.737645, 35.071272], [-80.740748, 35.073872], [-80.742416, 35.076814], [-80.743579, 35.076504], [-80.740972, 35.080055], [-80.73656, 35.084425], [-80.731969, 35.087873], [-80.73142, 35.083667], [-80.730261, 35.081194], [-80.730232, 35.081154], [-80.73013, 35.080975], [-80.729144, 35.078719], [-80.729916, 35.075952], [-80.728978, 35.069548]]]"
371190058261,"[[[-80.88021, 35.073818], [-80.884249, 35.07755], [-80.885245, 35.079466], [-80.885651, 35.080704], [-80.886759, 35.085208], [-80.883314, 35.084952], [-80.880621, 35.085537], [-80.873133, 35.08902], [-80.870608, 35.089328], [-80.870647, 35.089211], [-80.870702, 35.088874], [-80.870461, 35.086886], [-80.868592, 35.084944], [-80.867681, 35.081015], [-80.868602, 35.078657], [-80.87209, 35.076877], [-80.874591, 35.0761], [-80.878689, 35.07553], [-80.88021, 35.073818]]]"
371190058282,"[[[-80.867698, 35.096792], [-80.870395, 35.098533], [-80.87049, 35.102071], [-80.868364, 35.103153], [-80.866773, 35.102645], [-80.864655, 35.100111], [-80.859201, 35.099253], [-80.859668, 35.097781], [-80.859687, 35.097319], [-80.86429, 35.097302], [-80.864931, 35.097028], [-80.865327, 35.096448], [-80.866828, 35.096886], [-80.866896, 35.096721], [-80.867328, 35.096581], [-80.867698, 35.096792]]]"
371190058313,"[[[-80.852923, 35.087661], [-80.8452, 35.087753], [-80.847042, 35.082826], [-80.850155, 35.080908], [-80.853017, 35.085765], [-80.852923, 35.087661]]]"
371190058333,"[[[-80.721457, 35.116979], [-80.722405, 35.115969], [-80.728453, 35.10968], [-80.729055, 35.108159], [-80.731548, 35.111189], [-80.7342, 35.109944], [-80.734541, 35.111872], [-80.734923, 35.114782], [-80.738286, 35.118755], [-80.735591, 35.120086], [-80.734532, 35.120525], [-80.734237, 35.120646], [-80.727408, 35.11922], [-80.726997, 35.118895], [-80.724945, 35.117571], [-80.724009, 35.118567], [-80.721457, 35.116979]]]"
371190058362,"[[[-80.8705492163826, 35.036797641958], [-80.88141995697029, 35.049468757224595], [-80.87942, 35.049896], [-80.877242, 35.048296], [-80.87421, 35.048879], [-80.871486, 35.04571], [-80.866799, 35.047718], [-80.866484, 35.047828], [-80.864934, 35.044163], [-80.863742, 35.042794], [-80.861545, 35.040534], [-80.867563, 35.038783], [-80.868741, 35.038151], [-80.8705492163826, 35.036797641958]]]"
371190058373,"[[[-80.848163, 35.047004], [-80.846547, 35.041801], [-80.85179, 35.04156], [-80.855794, 35.041919], [-80.861545, 35.040534], [-80.863742, 35.042794], [-80.862507, 35.044555], [-80.857605, 35.044715], [-80.854669, 35.04678], [-80.850676, 35.044485], [-80.848163, 35.047004]]]"
371190058401,"[[[-80.816337, 35.057209], [-80.821227, 35.056361], [-80.827269, 35.056785], [-80.832719, 35.055806], [-80.835388, 35.054843], [-80.840166, 35.054249], [-80.842878, 35.055281], [-80.847354, 35.054976], [-80.849095, 35.054696], [-80.85025, 35.054658], [-80.849956, 35.056758], [-80.845757, 35.065024], [-80.835946, 35.064814], [-80.826853, 35.063415], [-80.820998, 35.063611], [-80.818095, 35.060251], [-80.816337, 35.057209]]]"
371190058412,"[[[-80.847354, 35.054976], [-80.842878, 35.055281], [-80.840166, 35.054249], [-80.835388, 35.054843], [-80.832225, 35.050614], [-80.831594, 35.048821], [-80.836263, 35.050845], [-80.847354, 35.054976]]]"
371190058432,"[[[-80.808026, 35.04123], [-80.805428, 35.040504], [-80.800302, 35.039618], [-80.79998, 35.037434], [-80.802954, 35.033293], [-80.806916, 35.033742], [-80.809541, 35.033682], [-80.809646, 35.03507], [-80.815338, 35.038607], [-80.81922, 35.04156], [-80.817842, 35.043583], [-80.816263, 35.042847], [-80.808026, 35.04123]]]"
371190058451,"[[[-80.800302, 35.039618], [-80.799088, 35.042646], [-80.799295, 35.046105], [-80.798368, 35.04859], [-80.796839, 35.050323], [-80.796794, 35.053033], [-80.792412, 35.055025], [-80.792153, 35.051063], [-80.794539, 35.044141], [-80.793923, 35.040618], [-80.797711, 35.034645], [-80.800191, 35.033073], [-80.802954, 35.033293], [-80.79998, 35.037434], [-80.800302, 35.039618]]]"
371190058473,"[[[-80.743579, 35.076504], [-80.748936, 35.068824], [-80.752645, 35.06537], [-80.757136, 35.062694], [-80.764639, 35.060317], [-80.769836, 35.059872], [-80.770055, 35.064738], [-80.762365, 35.064395], [-80.757352, 35.068093], [-80.752182, 35.070433], [-80.749682, 35.07248], [-80.746168, 35.075405], [-80.743579, 35.076504]]]"
371190058483,"[[[-80.722955, 35.094461], [-80.731969, 35.087873], [-80.733002, 35.090217], [-80.734555, 35.092435], [-80.734085, 35.09684], [-80.732767, 35.09948], [-80.73261, 35.100171], [-80.732552, 35.100381], [-80.729743, 35.10222], [-80.729094, 35.100978], [-80.729023, 35.100866], [-80.728905, 35.100595], [-80.726823, 35.099997], [-80.724763, 35.097892], [-80.722955, 35.094461]]]"
371190059072,"[[[-80.983879, 35.156873], [-80.988809, 35.152629], [-80.990804, 35.150119], [-81.001923, 35.146007], [-81.002073, 35.145849], [-81.002094, 35.145828], [-81.005432, 35.14998], [-81.007911, 35.149904], [-81.009537, 35.150437], [-81.009778, 35.151176], [-81.009532, 35.152917], [-81.005851, 35.156562], [-81.005408, 35.161007], [-81.006686, 35.164643], [-81.005042, 35.164608], [-81.004365, 35.164649], [-81.004292, 35.164117], [-80.998457, 35.15911], [-80.992673, 35.159503], [-80.983879, 35.156873]]]"
371190059092,"[[[-80.970708, 35.161602], [-80.970869, 35.161192], [-80.970058, 35.154323], [-80.97232, 35.146193], [-80.977827, 35.136417], [-80.981586, 35.138415], [-80.990804, 35.150119], [-80.988809, 35.152629], [-80.983879, 35.156873], [-80.981117, 35.159351], [-80.97438, 35.160341], [-80.970708, 35.161602]]]"
371190059122,"[[[-80.931831, 35.141493], [-80.941935, 35.147967], [-80.945875, 35.151495], [-80.947681, 35.154257], [-80.947382, 35.154368], [-80.945257, 35.155131], [-80.942441, 35.155848], [-80.93939, 35.153761], [-80.934026, 35.155176], [-80.93279, 35.154353], [-80.932546, 35.158881], [-80.930499, 35.1632], [-80.929646, 35.163047], [-80.924865, 35.163414], [-80.921222, 35.163741], [-80.920694, 35.16253], [-80.920629, 35.162295], [-80.920592, 35.159507], [-80.921855, 35.157867], [-80.926163, 35.147036], [-80.928181, 35.144363], [-80.931565, 35.141689], [-80.931831, 35.141493]]]"
371190059141,"[[[-80.983502, 35.105141], [-80.988594, 35.102688], [-80.989052, 35.104556], [-80.987779, 35.109906], [-80.987437, 35.111795], [-80.986853, 35.116134], [-80.986476, 35.116604], [-80.983352, 35.119169], [-80.975533, 35.115892], [-80.973092, 35.114205], [-80.971835, 35.112049], [-80.978583, 35.107878], [-80.981932, 35.105898], [-80.983502, 35.105141]]]"
371190059162,"[[[-80.907404, 35.137776], [-80.898812, 35.133844], [-80.891848, 35.13554], [-80.891839, 35.130922], [-80.893069, 35.128185], [-80.8996, 35.125647], [-80.902665, 35.121847], [-80.902872, 35.121433], [-80.904169, 35.11897], [-80.904713, 35.118423], [-80.909572, 35.121828], [-80.917517, 35.125263], [-80.91728, 35.125622], [-80.917151, 35.125783], [-80.916286, 35.127008], [-80.911176, 35.134206], [-80.907404, 35.137776]]]"
371190060061,"[[[-80.939778, 35.276643], [-80.936761, 35.275786], [-80.936693, 35.275228], [-80.936662, 35.275092], [-80.939844, 35.269333], [-80.940585, 35.265625], [-80.939834, 35.259863], [-80.944451, 35.26129], [-80.945495, 35.259419], [-80.949808, 35.259865], [-80.950789, 35.257817], [-80.952722, 35.259207], [-80.95522, 35.256921], [-80.956758, 35.258011], [-80.958966, 35.260342], [-80.958885, 35.263455], [-80.954791, 35.265432], [-80.953188, 35.265444], [-80.953375, 35.267377], [-80.951424, 35.270788], [-80.95304, 35.274717], [-80.942062, 35.275806], [-80.939778, 35.276643]]]"
